Videos10repeatsinarow,Valencemaximumrating,Impactmaximimrating,Arousalmaximumrating,Valenceminimumrating,Impactminimumrating,Arousalminimumrating,ValenceAvgRating,ImpactAvgRating,ArousalAvgRating,ValenceStandardDeviation,ImpactStandardDeviation,ArousalStandardDeviation,ValenceMedianAbsoluteDeviation,ImpactMedianAbsoluteDeviation,ArousalMedianAbsoluteDeviation,Valencelowquartile,Impactlowquartile,Arousallowquartile,Valencemedian,Impactmedian,Arousalmedian,Valencehighquartile,Impacthighquartile,Arousalhighquartile,Valencestandardkurtosis,Impactstandardkurtosis,Arousalstandard_kurtosis,Valenceadjustedkurtosis,Impactadjustedkurtosis,Arousaladjustedkurtosis,Valencestandardskewness,Impactstandardskewness,Arousalstandardskewness,Valenceadjustedskewness,Impactadjustedskewness,Arousaladjustedskewness,Valenceavgfemalerating,Impactavgfemalerating,Arousalavgfemalerating,Valenceavgmalerating,Impactavgmalerating,Arousalavgmalerating,Valencetotalfemale,Impacttotalfemale,Arousaltotalfemale,Valencetotalmale,Impacttotalmale,Arousaltotalmale,Valencetotalwatched,ImpactTotalWatched,ArousalTotalWatched,ValenceFamiliarityNO,ImpactFamiliarityNO,ArousalFamiliarityNO,ValenceFamiliarityYES,ImpactFamiliarityYES,ArousalFamiliarityYES,TotalFamiliaritypercentYes,OpticalFlowHS,OpticalFlowLK,OpticalFlowFarneback,@6framecorrelation,Luminance,Contrast,Numberofframes,Lengthofmoviesec,FileSizeBeforeZipping.AVIbytes,FileSizeAfterZipping.AVIbytes,FileSizeBeforeZipping.mp4bytes,FileSizeAfterZipping.mp4bytes,AVIcompRatio,QCL_3cluster,QCL_3clusterTOMATCHPAPER,QCL_7cluster,Source
736-Beer_Bubbles_Close_Up-ED.mp4,8,9,9,3,1,1,5.2778,3.5000,3.6923,1.366485986,2.581988897,2.398224195,1.0,1.5,2.0,4.5,1.0,2.0,5.0,2.5,3.0,6.0,6.0,5.0,-0.705705894,-1.220156250000000,-0.655159275,-0.524762516,-1.219891437,-0.529406722,0.143807227,0.457496158,0.665853551,0.157224942,0.488578452,0.707333386,5.3750,2.6667,2.8750,5.2222,4.3333,5.4444,8,9,16,9,12,9,18,24,26,17,24,26,1,0,0,1.470588235294120,0.004932200000000,0.03642300,1.7003000,0.887315304,121.7613,55.3048,328,10.972,2040498760,690374207,10177867,10020581,2.96,1,2,6,https://www.videvo.net/video/beer-bubbles-close-up/2077/
879-Happy_Family_Outside-ED.mp4,9,7,9,1,1,1,6.5600,3.7500,3.6957,1.834775191,2.304886114,2.421547881,1.0,2.0,2.0,5.0,1.5,2.0,7.0,3.0,3.0,8.0,6.0,5.0,1.192528445,-1.538269896000000,-0.560357890,1.755212944,-1.660762767,-0.390164204,-0.892267497,0.214378335,0.743402610,-0.950260905,0.237223920,0.796306104,6.7143,3.3333,3.5000,6.3000,4.2857,4.2000,14,9,12,10,7,10,25,16,23,25,16,23,0,0,0,0.000000000000000,0.003435400000000,0.01560600,1.4680000,0.861168887,124.3084,32.8409,183,6.139,1138478120,686918401,4285702,4194824,1.66,2,3,3,https://www.pexels.com/video/happy-family-outside-4122569/
351.2-Drone_Footage_of_a_Cemetary-ED.mp4,5,9,9,1,1,1,3.3333,4.2000,3.7000,1.346092795,2.541653005,1.696073898,1.0,2.0,1.0,2.0,2.0,2.5,3.0,4.0,3.0,4.5,6.0,5.0,-1.077073692,-1.066807887000000,1.295282161,-1.057921930,-1.046817789,1.770447967,-0.306033646,0.332905408,1.048567093,-0.318413560,0.346018686,1.104581638,3.3333,4.5556,3.3000,3.1538,3.4167,4.6667,24,27,20,13,12,9,39,40,30,38,38,28,1,2,2,4.587155963302750,0.015055000000000,0.13943000,2.9645000,0.856075122,124.3545,58.9052,232,10.087,1443298888,886416254,15790714,15792190,1.63,1,2,2,https://www.pexels.com/video/drone-footage-of-cemetery-1959637/
861.1-A_Burning_Cigarette_Clipped_On_A_Person_Fingers-ED.mp4,8,9,9,1,1,1,4.6538,2.8636,3.7000,1.774657230,2.341240047,2.162560211,1.0,1.0,1.5,4.0,1.0,2.0,5.0,2.0,3.5,5.5,3.5,5.0,0.069567830,1.594260010000000,-0.406802651,0.356808488,2.357967328,-0.253592042,-0.666731978,1.566907093,0.666035617,-0.708266534,1.683969567,0.701615297,4.4375,3.3077,3.5000,5.4444,2.4000,4.1250,16,13,12,9,5,16,26,22,30,25,22,28,1,0,2,3.846153846153850,0.000138970000000,0.00030510,0.0353770,0.996272433,35.4094,28.3681,195,6.505,1213128104,269233249,3091208,3087500,4.51,1,2,2,https://www.pexels.com/video/a-burning-cigarette-clipped-on-a-person-fingers-3131396/
941-A_Man_Warming_Up_By_Stretching-ED.mp4,8,8,9,1,1,1,4.7209,3.0149,3.7037,1.545068395,2.091150774,1.940118645,1.0,1.0,1.5,4.0,1.0,2.0,5.0,2.0,3.5,5.0,4.0,5.0,0.338459168,-0.602275988000000,-0.396907326,0.535044233,-0.554570825,-0.316359297,-0.246684589,0.783254231,0.451580779,-0.255691938,0.801306678,0.464586857,4.6667,3.1556,3.4688,4.9286,2.7222,4.1667,27,45,32,14,18,18,43,67,54,40,64,54,3,3,0,3.658536585365850,0.001966900000000,0.01109000,0.4423300,0.885004267,132.3644,36.1380,450,15.047,2799438640,553128312,9175689,8951897,5.06,1,2,2,https://www.pexels.com/video/a-man-warming-up-by-stretching-7673889/
321.2-Pioneers-ED.mp4,8,9,9,2,1,1,4.7368,4.2083,3.7059,1.711942733,2.871979089,2.945878594,1.0,3.0,1.0,3.5,1.0,1.0,5.0,4.0,2.0,6.0,6.5,6.0,-0.929583228,-1.381614240000000,-1.274966996,-0.833271919,-1.420840233,-1.291383308,0.160576645,0.255146550,0.634153629,0.174681338,0.272481209,0.697248638,4.2308,4.8333,3.7857,5.8333,2.3333,4.5000,13,18,14,6,6,2,19,24,17,18,23,17,1,1,0,3.333333333333330,0.000132020000000,0.00051259,0.0372290,0.999819790,107.5626,70.7535,420,14.000,2612814160,762768694,2394864,2386050,3.43,1,2,2,https://vimeo.com/399671714
940.1-A_Man_Stretching-ED.mp4,8,9,7,1,1,1,4.7000,2.4815,3.7059,1.568438714,2.025218239,1.855507094,1.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,0.321881816,2.393843693000000,-1.095297593,0.532495750,3.164530348,-1.075674113,-0.196715742,1.712312382,-0.091378605,-0.204464454,1.814728019,-0.095651322,4.6786,2.3750,4.2857,4.4000,2.3000,2.7692,28,16,21,10,10,13,40,27,34,39,27,33,1,0,1,1.980198019801980,0.001990200000000,0.00956510,0.4728800,0.830335462,130.5656,34.9050,360,12.017,2239565200,459475409,7439965,7261936,4.87,1,2,2,https://www.pexels.com/video/a-man-stretching-7673897/
650-Womans_Hands_Typing-ED.mp4,9,8,9,2,1,1,4.6316,3.3462,3.7083,1.345969669,2.416964207,2.071214754,0.0,1.5,1.0,4.0,1.0,2.0,5.0,2.5,4.0,5.0,5.0,5.0,3.849689981,-0.809080143000000,-0.183720146,5.492236740,-0.717625174,0.070045273,1.208608485,0.703338306,0.448696636,1.314769953,0.747153281,0.479181091,4.7500,3.3889,3.2667,4.2000,2.5000,4.7143,12,18,15,5,6,7,19,26,24,19,26,24,0,0,0,0.000000000000000,0.000533340000000,0.00263220,0.0935300,0.995757759,87.7809,75.1034,381,12.722,2370202336,550738757,4147604,3949397,4.30,1,2,2,https://www.videezy.com/archive-footage/14086-woman-s-hands-typing
685.30-Romantic_Happy_Couple_Showing_Love-ED.mp4,9,9,9,1,1,1,5.8846,3.3478,3.7083,2.325889790,2.034671123,2.207547030,2.0,1.0,2.0,5.0,2.0,2.0,5.5,3.0,3.0,8.0,4.5,6.0,-0.574419293,0.545742166000000,-0.698028708,-0.430675766,1.000361579,-0.570057375,-0.318733526,0.886127464,0.534232473,-0.338589265,0.949187829,0.570528233,5.6842,3.3000,4.0625,6.5000,3.6667,3.0000,19,20,16,6,3,8,26,23,24,25,21,23,1,2,1,5.479452054794520,0.008969500000000,0.07229000,1.1034000,0.902949758,98.7193,58.2196,407,13.567,2531943552,1894618471,14388164,14385364,1.34,1,2,6,https://www.youtube.com/watch?v=UC7zEBTeQZw
806-CU_Person_Pours_Champagne_in_Glass-ED.mp4,9,8,7,3,1,1,6.0400,3.2143,3.7083,1.708332520,1.952235767,1.968060946,1.0,1.0,2.0,5.0,1.5,2.0,5.0,3.0,4.0,7.0,4.0,5.5,-0.609970135,-0.406713870000000,-1.300796547,-0.467631155,-0.240703016,-1.320255442,0.371014297,0.648593633,0.114426318,0.395128572,0.685899096,0.122200444,6.2667,3.3333,3.6429,5.7778,3.0000,3.7143,15,18,14,9,10,7,25,28,24,23,27,23,2,1,1,5.194805194805190,0.001730400000000,0.00589090,0.5561300,0.766015460,64.5586,29.8026,238,7.968,1480623880,247666071,5291289,5172686,5.98,1,2,6,https://www.videvo.net/video/cu-person-pours-champagne-in-glass/463640/
945.2-A_Man_Dancing-2-ED.mp4,9,7,9,4,1,1,6.9000,3.9048,3.7083,1.445683229,1.823256164,2.318030174,1.0,2.0,2.0,6.0,3.0,2.0,7.0,4.0,3.0,8.0,6.0,5.0,-0.521645567,-1.131499993000000,-0.231777034,-0.307635886,-1.104853793,0.010234211,-0.619564343,-0.094564898,0.737411896,-0.670974026,-0.102000195,0.787511669,7.0714,3.9286,3.5000,6.5000,3.6000,4.1250,14,14,14,6,5,8,20,21,24,20,20,24,0,1,0,1.538461538461540,0.000883390000000,0.00370910,0.3961600,0.924323201,104.7616,40.4337,416,13.867,2587930896,364846507,7882569,7875149,7.09,2,3,3,https://www.pexels.com/video/a-man-dancing-7673215/
660.9-Gay_Men_Kissing-ED.mp4,8,9,9,1,1,1,4.3438,4.4375,3.7097,1.760848073,2.486683283,2.425583380,1.0,2.5,2.0,3.0,2.0,1.0,5.0,4.5,3.0,5.0,6.5,6.0,-0.457842048,-1.097985585000000,-1.237103645,-0.324565995,-1.077286498,-1.240910714,-0.324076571,0.251211784,0.231946195,-0.340237530,0.263739142,0.243910631,4.3846,4.3478,4.3500,4.8000,4.1429,2.3333,26,23,20,5,7,9,32,32,31,32,29,31,0,3,0,3.157894736842110,0.003519000000000,0.01576600,0.9687600,0.938947149,100.2462,52.2829,195,6.500,1213128104,601427051,8240715,8111130,2.02,1,2,2,https://vimeo.com/190916314
684.8-Hugging_People_For_A_Long_Time-ED.mp4,9,8,9,1,1,1,5.7931,4.1071,3.7143,1.900622590,2.209383975,2.353171257,1.0,2.0,2.0,5.0,2.0,2.0,6.0,4.0,3.0,7.0,6.0,6.0,-0.402411456,-1.053217587000000,-0.826793401,-0.242201742,-1.019491339,-0.712833615,-0.485772798,0.221982165,0.519526243,-0.512681260,0.234750017,0.560374719,5.7391,4.0455,4.0769,6.0000,4.4000,3.8333,23,22,13,5,5,6,29,28,21,27,26,20,2,2,1,6.410256410256410,0.001900200000000,0.00497760,0.5031200,0.742288497,75.2367,36.8664,319,10.634,1984511272,471327528,12519638,12291853,4.21,1,2,4,https://www.youtube.com/watch?v=q2DZz_RAw0A
431.3-Nazi_Boots_-_Short_Film_made_for_Holocaust_Memorial_Day-ED.mp4,7,8,7,1,1,1,3.9848,3.3043,3.7164,1.522482266,2.188933615,1.960855510,1.0,2.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,-0.599255048,-0.788828854000000,-1.243619740,-0.550534656,-0.756857834,-1.246482065,-0.669964417,0.678745269,0.114206711,-0.685646730,0.693922572,0.116838948,3.9600,3.4259,3.8478,4.1818,2.8667,3.5882,50,54,46,11,15,17,66,69,67,63,68,66,3,1,1,2.475247524752480,0.002422600000000,0.00150470,3.3591000,0.928269822,78.6576,48.6890,227,7.567,1412194728,490953732,5447528,5445074,2.88,1,2,2,https://vimeo.com/116263685
744.1-Green_Beans_And_Ham_Cooking_On_The_Stove-ED.mp4,8,9,9,1,1,1,4.6667,3.1200,3.7222,1.981394944,2.597229293,2.280486195,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,6.0,4.0,5.5,-0.864542542,-0.066833136000000,-0.508184452,-0.788978284,0.202166251,-0.258931575,-0.219018558,1.073629889,0.596757308,-0.232118344,1.143411044,0.652436841,4.4444,3.2632,4.6000,5.0000,3.0000,2.6250,18,19,10,8,5,8,27,25,18,27,24,18,0,1,0,1.428571428571430,0.000945150000000,0.00443310,0.3429300,0.970947705,67.8454,42.9987,300,10.032,1866315464,636809049,7145710,7141050,2.93,1,2,2,https://www.videezy.com/food-and-drink/4873-green-beans-and-ham-cooking-on-the-stove-stock-video-gopro
951-Man_Touching_His_Woman_s_Face-ED.mp4,9,9,8,1,1,1,6.0000,4.3333,3.7273,2.689008968,2.699794231,2.396622968,2.0,3.0,2.0,3.0,1.5,1.5,7.0,4.0,3.0,8.0,7.0,6.0,-1.078542327,-1.326331053000000,-1.255943274,-0.992682826,-1.366013820,-1.264791056,-0.593432264,0.152827064,0.382487183,-0.673815146,0.170359582,0.411062518,6.0000,5.2222,3.3571,6.0000,3.4000,4.5714,10,9,14,3,5,7,13,15,22,13,15,22,0,0,0,0.000000000000000,0.005070700000000,0.04731300,1.2265000,0.943008114,122.7894,56.9223,226,7.576,1405973896,503012374,4705662,4592717,2.80,2,3,3,https://www.pexels.com/video/man-touching-his-woman-s-face-6570428/
685.10-Romantic_Happy_Couple_Showing_Love-ED.mp4,9,8,8,1,1,1,4.9444,2.7692,3.7333,1.373245233,1.887360638,2.048305533,0.0,1.0,2.0,4.5,1.0,2.0,5.0,2.0,4.0,5.0,3.5,5.0,2.599012646,0.366342535000000,-0.968444772,3.186917448,0.719712339,-0.921470701,0.099980460,1.055144816,0.315197835,0.104381008,1.120875835,0.332035730,4.8710,2.9500,3.9565,5.4000,1.5000,3.0000,31,20,23,5,4,7,36,26,30,34,25,29,2,1,1,4.347826086956520,0.000690420000000,0.00125280,0.2287700,0.968442286,70.4277,44.9212,286,9.534,1779223816,486188624,7820465,7699246,3.66,1,2,2,https://www.youtube.com/watch?v=UC7zEBTeQZw
812-Stir_Fry_Slow_Motion_3-ED.mp4,9,9,8,4,1,1,6.1212,4.4595,3.7333,1.320183086,2.656909346,2.128118627,1.0,2.0,1.5,5.0,2.0,2.0,6.0,4.0,3.5,7.0,7.0,5.5,-0.616070269,-1.239856530000000,-1.044786929,-0.514284357,-1.243801457,-1.012253239,0.487638238,0.209514319,0.412471688,0.511173132,0.218473002,0.434505961,6.1429,5.0500,3.9231,6.1818,3.7647,3.3125,21,20,13,11,17,16,33,37,30,33,36,28,0,1,2,3.000000000000000,0.007502500000000,0.01005500,2.9305000,0.483921850,82.0533,54.8131,114,3.840,709240712,255564852,4070364,4016921,2.78,2,3,3,https://www.videvo.net/video/stir-fry-slow-motion-3/3602/
416-Woman_Running_on_a_Log-ED.mp4,9,9,9,5,1,1,6.8571,2.7353,3.7353,1.222242836,2.200385308,2.118668055,1.0,1.0,1.5,6.0,1.0,2.0,7.0,2.0,3.5,8.0,4.0,5.0,-0.914763057,0.386552764000000,0.049635737,-0.867111725,0.649665769,0.257388383,-0.101552471,1.182578925,0.720054968,-0.106157342,1.237874411,0.753723578,7.1200,2.8421,4.2000,6.2000,2.7692,3.0714,25,19,20,10,13,14,35,34,34,35,34,34,0,0,0,0.000000000000000,0.005768800000000,0.05108600,0.8346100,0.943260129,95.7733,60.4497,183,6.139,1138478120,821684574,6603869,6600705,1.39,1,2,6,https://www.pexels.com/video/a-woman-running-through-a-log-lying-on-the-ground-3562070/
889.1-Man_Kissing_A_Head_Bust-ED.mp4,5,9,8,1,1,1,2.7333,4.5714,3.7368,1.339983416,2.718042513,2.336035897,1.0,2.0,2.0,1.5,2.0,2.0,3.0,5.0,3.0,3.5,7.0,5.0,-1.042765415,-1.314779769000000,-0.779178541,-0.958842647,-1.340652334,-0.634206893,0.161570395,0.000290380,0.591231550,0.180105959,0.000313212,0.643164008,2.4444,4.1538,4.7000,3.1667,5.0000,2.5714,9,13,10,6,7,7,15,21,19,15,21,19,0,0,0,0.000000000000000,0.002627700000000,0.01390900,0.5266000,0.961964977,87.5658,66.8496,306,10.214,1903640456,633550263,3233378,3074782,3.00,3,1,1,https://www.pexels.com/video/man-kissing-a-head-bust-3712900/
940.2-A_Man_Stretching-ED.mp4,7,9,7,2,1,1,4.5714,3.6000,3.7368,1.433325423,2.416609195,1.942383378,1.0,2.0,2.0,4.0,1.0,2.0,5.0,3.0,4.0,5.0,6.0,5.5,-0.516753651,-0.894445487000000,-1.405386611,-0.313952066,-0.818446608,-1.463011691,-0.289104145,0.591794896,0.028290064,-0.311835363,0.630258925,0.030775000,4.7059,3.8889,3.8667,4.0000,2.8333,3.0000,17,18,15,4,6,3,21,25,19,21,25,18,0,0,1,1.538461538461540,0.001658100000000,0.00636060,0.5645500,0.869044277,129.3241,34.5043,389,12.967,2419968864,503944983,8807058,8801133,4.80,1,2,2,https://www.pexels.com/video/a-man-stretching-7673897/
544.1-Ecstasy_-_Short_Film-ED.mp4,6,9,9,1,1,1,3.5313,3.8108,3.7381,1.298662172,2.513077556,1.952526127,1.0,2.0,1.5,3.0,1.0,2.0,4.0,4.0,3.5,4.5,5.0,5.0,-0.627871850,-0.846671605000000,-0.240877998,-0.524497589,-0.791803996,-0.114530712,-0.368263483,0.551519774,0.523170818,-0.386627942,0.575102369,0.542750327,3.5217,3.2353,3.6667,3.3750,4.1579,3.8667,23,17,27,8,19,15,32,37,42,32,36,42,0,1,0,0.900900900900901,0.000452280000000,0.00073485,0.1657500,0.981262903,35.9942,43.9599,360,12.043,2239565200,531253783,2893799,2886778,4.22,1,2,2,https://vimeo.com/143833868
365.1-What_Youth_Fairly_Normal_-_Dane_Reynolds-ED.mp4,7,9,7,1,2,1,3.3103,5.3889,3.7429,1.621056452,2.045018035,1.537026018,1.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,7.0,5.0,-0.778123708,-0.693954603000000,-0.699080718,-0.691771958,-0.613788958,-0.617116287,0.220032998,0.189141544,0.010868074,0.232221308,0.197466435,0.011360884,2.7895,5.6500,3.8947,4.1111,4.6429,3.4667,19,20,19,9,14,15,29,36,35,29,36,35,0,0,0,0.000000000000000,0.000180730000000,0.00046793,0.0763370,0.990449465,30.9432,28.2858,213,9.300,1325103080,260270999,1609858,1603305,5.09,3,1,1,https://vimeo.com/223426078
628.3-Accident_in_Oak_Lawn_IL-ED.mp4,8,9,9,1,1,1,4.9444,2.6000,3.7455,1.129022302,2.029020226,2.258061774,0.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,3.598297463,1.138272772000000,-0.820289785,4.075051699,1.329253504,-0.782495032,-0.276892407,1.413127645,0.431206773,-0.284867246,1.446730071,0.443392078,5.0000,2.5192,4.0811,4.7500,2.9000,3.1765,41,52,37,12,10,17,54,65,55,50,65,55,4,0,0,2.298850574712640,0.007072800000000,0.06415700,2.6880000,0.895603293,131.2107,61.3992,450,15.000,2799438640,865667248,17708519,17705592,3.23,1,2,6,https://vimeo.com/348755496
687.4-Happy_Couple_Holding-ED.mp4,9,9,8,1,1,1,6.4167,4.1385,3.7458,2.091982048,2.339473465,2.183087693,2.0,2.0,2.0,5.0,2.0,2.0,7.0,3.0,3.0,8.0,6.0,6.0,-0.570167334,-1.093362205000000,-1.230935104,-0.513621366,-1.084066040,-1.232974362,-0.548987209,0.337691523,0.248322272,-0.563165268,0.345721410,0.254847760,6.9211,3.9750,4.0263,5.4444,4.4348,3.2500,38,40,38,18,23,20,60,65,59,58,64,59,2,1,0,1.630434782608700,0.022539000000000,0.20710000,1.4823000,0.687043644,103.0016,46.2268,420,14.000,2612814160,1981835054,24346717,24347392,1.32,2,3,3,https://www.youtube.com/watch?v=6dvB-0ZTIQY
330.2-Woman_Posing_for_a_Canvas_Painting_2-ED2.mp4,9,9,7,3,1,1,6.6364,3.3103,3.7500,1.463043358,2.069540150,2.066599461,1.0,1.0,2.0,6.0,2.0,1.0,7.0,3.0,4.0,7.0,4.0,5.0,0.295225176,0.707437043000000,-1.344485425,0.706825684,1.085822103,-1.374630129,-0.400171726,1.098972951,-0.173491086,-0.430068260,1.159848469,-0.185278073,7.0000,3.2174,3.8235,5.8571,2.7500,3.3333,15,23,17,7,4,6,22,29,24,22,27,23,0,2,1,4.000000000000000,0.003449700000000,0.01486700,0.8076700,0.954217282,102.4054,68.1948,180,6.000,1119815624,441498086,2802995,2800423,2.54,1,2,3,https://www.pexels.com/video/woman-artist-doing-a-portrait-3796067/
661.2-Made_Love_-_Youre_My_Home-ED.mp4,9,9,9,1,2,1,5.2500,4.7368,3.7500,2.076655966,2.098673899,2.507488784,1.5,1.0,2.0,4.0,3.5,1.0,5.0,4.0,3.5,7.0,5.5,5.0,-0.472589792,-0.663180254000000,-0.873415570,-0.167639544,-0.480679748,-0.766316381,-0.251240041,0.622987624,0.512579868,-0.278013856,0.677709464,0.555112285,5.5000,4.2308,2.8889,5.0000,6.2000,4.4545,8,13,9,8,5,11,16,19,20,16,19,19,0,0,1,1.818181818181820,0.000401100000000,0.00068805,0.1299200,0.990324248,79.3751,39.6276,166,5.534,1032723976,217504133,1499428,1496148,4.75,1,2,4,https://www.youtube.com/watch?v=ljx0e-wLHrA
950-Man_Giving_Bouquet_Of_Flowers_To_Woman-ED.mp4,9,9,9,1,1,1,6.6923,4.8000,3.7600,2.299987137,2.470396151,2.302694074,1.0,2.0,1.0,5.0,3.0,2.0,8.0,5.0,3.0,9.0,7.0,5.0,-0.016333098,-1.087688844000000,-0.107153718,0.152532801,-1.067548433,0.152442845,-0.911320219,0.002728944,0.864186770,-0.948185661,0.002852687,0.920355056,7.0952,5.2857,4.5833,6.5294,3.9231,3.0000,21,21,12,17,13,11,39,35,25,37,34,25,2,1,0,3.030303030303030,0.004272900000000,0.00983560,1.5946000,0.751537860,107.2289,54.9581,298,9.979,1853873800,634778393,7236522,7090638,2.92,2,3,3,https://www.pexels.com/video/man-giving-bouquet-of-flowers-to-woman-6570421/
565.3-Cup_of_Icecream-ED.mp4,9,9,9,1,1,1,6.3194,3.3235,3.7612,2.067112780,2.347972695,2.312132519,2.0,2.0,1.0,5.0,1.0,2.0,7.0,3.0,3.0,8.0,4.5,5.0,-0.644461075,-0.090856439000000,-0.238265525,-0.603362681,-0.004202638,-0.161859538,-0.421699317,0.917778248,0.769803251,-0.430725199,0.938611093,0.787545680,6.4386,3.2292,3.8679,5.7500,3.3529,3.5385,57,48,53,12,17,13,72,68,67,68,68,67,4,0,0,1.932367149758450,0.001935800000000,0.00409920,0.5990700,0.947607984,115.4380,77.5341,242,8.067,1505507208,637607936,2974253,2969667,2.36,1,2,6,https://www.pexels.com/video/cup-of-ice-cream-855129/
410-Two_Female_Co-Workers-ED.mp4,9,8,7,3,1,1,5.1667,2.5217,3.7619,1.258305739,2.103197673,1.849189318,0.0,1.0,1.0,5.0,1.0,3.0,5.0,2.0,4.0,5.5,3.0,5.0,2.845798707,0.520043831000000,-0.878803763,4.254970760,0.968055102,-0.779747531,1.022446030,1.343550606,0.034460308,1.117843803,1.439163026,0.037169797,5.2727,2.5556,4.5000,5.0000,2.4000,3.0909,11,18,10,7,5,11,18,23,21,18,23,21,0,0,0,0.000000000000000,0.002911900000000,0.02101900,0.4720400,0.972093504,116.6209,54.6082,351,11.703,2183577856,810398642,4554588,4374403,2.69,1,2,6,https://www.pexels.com/video/a-woman-chatting-with-another-woman-inside-the-office-3247941/
350-Two_Kids_Playing_with_Wooden_Dinosaur_Toys-ED.mp4,9,7,9,2,1,1,7.1304,3.3824,3.7667,1.848721011,1.955605907,2.319243172,1.0,1.0,2.0,6.0,2.0,2.0,8.0,3.0,3.0,8.5,4.5,5.0,0.466076288,-0.885332343000000,-0.762320110,0.900210191,-0.831208524,-0.676356851,-1.058389023,0.495300392,0.572715068,-1.133708208,0.518459840,0.603309556,7.0000,3.3913,3.7143,7.2727,3.0000,4.0000,12,23,21,11,10,6,23,34,30,22,33,30,1,1,0,2.298850574712640,0.005638400000000,0.04138900,0.7038400,0.964717388,179.1448,74.0019,207,8.307,1287778088,458707370,3717580,3589960,2.81,2,3,3,https://www.pexels.com/video/two-kids-playing-with-wooden-dinosaur-toys-3677142/
684.4-Hugging_People_For_A_Long_Time-ED.mp4,9,9,9,2,1,1,6.2586,4.2381,3.7667,1.898823091,2.314305311,2.312045751,1.0,2.0,2.0,5.0,2.0,2.0,6.0,5.0,3.0,7.0,6.0,5.0,-0.414067490,-1.026490919000000,-0.893587458,-0.341074340,-1.011233870,-0.865705161,-0.343132328,0.155112404,0.462916176,-0.352310052,0.158921558,0.474871379,6.4324,4.0000,3.7368,5.9474,4.7500,4.0000,37,36,38,19,24,20,58,63,60,57,61,59,1,2,1,2.209944751381220,0.001932700000000,0.00515840,0.5332300,0.841474319,95.3917,45.2415,450,15.000,2799438640,547534889,5943059,5935853,5.11,2,3,3,https://www.youtube.com/watch?v=q2DZz_RAw0A
412-Business_Meeting_2-ED.mp4,7,8,8,1,1,1,4.5952,3.0328,3.7674,1.292091767,2.134549617,2.089143691,1.0,2.0,2.0,4.0,1.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,0.539574370,-0.622922988000000,-1.124083691,0.767480522,-0.571967713,-1.112991867,-0.740288235,0.796710034,0.141493164,-0.767993297,0.816937474,0.146659592,4.3913,2.5429,4.0476,5.0588,3.8333,3.5714,23,35,21,17,24,21,42,61,43,42,60,43,0,1,0,0.684931506849315,0.000959750000000,0.00304800,0.3184800,0.934072095,116.9220,40.6805,459,15.308,2855425984,709374948,4526160,4287130,4.03,1,2,2,https://www.pexels.com/video/people-in-a-business-meeting-3252289/
660.7-Gay_Men_Kissing-ED.mp4,9,9,7,1,1,1,4.2121,3.2143,3.7692,2.128558707,1.877634204,2.005908432,1.0,1.0,1.5,3.0,2.0,2.0,5.0,3.0,4.5,5.0,4.0,5.0,-0.558926677,1.321455723000000,-1.352500000,-0.447432499,1.841076663,-1.382133152,-0.070576113,1.112846311,-0.139407166,-0.073982329,1.176854413,-0.148091637,4.5217,3.0000,4.2941,3.3333,4.2000,3.2857,23,22,17,9,5,7,33,28,26,33,28,25,0,0,1,1.149425287356320,0.000615050000000,0.00120520,0.2453900,0.995411140,106.3227,61.6271,209,6.967,1300219752,567624683,7092489,7051994,2.29,1,2,2,https://vimeo.com/190916314
878.1-A_Woman_Making_Funny_Faces_While_Lying_in_Bed_2-ED.mp4,9,9,9,3,1,1,5.6667,3.6957,3.7692,1.666666667,2.009429567,2.241354198,1.0,1.0,1.5,5.0,2.0,2.0,5.5,3.0,3.5,6.5,5.0,5.0,-0.307200000,0.124694904000000,-0.747127154,0.011560000,0.471045022,-0.641867444,0.392000000,0.741861347,0.473930081,0.428574964,0.794655159,0.503453902,5.7692,4.1818,3.3125,5.4000,3.2500,4.5000,13,11,16,5,8,10,18,23,26,18,23,26,0,0,0,0.000000000000000,0.004020300000000,0.01891500,1.7624000,0.934324333,103.5656,65.1346,300,10.032,1866315464,899520293,6833865,6684925,2.07,1,2,6,https://www.pexels.com/video/a-woman-making-funny-faces-while-lying-in-bed-4153245/
